split,source,video_uid,clip_uid,annotator_uid,ann_idx,query,response,label,video_start_time,video_end_time,video_fps,video_length
train,moments,59dac266-4b43-43b1-9fe3-6013ade33eb6,1c861004-cfd1-4497-8e32-5cb4ad1ff276,2259958324043911,1,"When I start to roll out the dough on the pastry board again, remind me to clean my hands.",Remember to clean your hands.,knead_/_shape_/_roll-out_dough,35.3000986,185.0210286,30.0,44311
train,moments,59dac266-4b43-43b1-9fe3-6013ade33eb6,1c861004-cfd1-4497-8e32-5cb4ad1ff276,2259958324043911,2,"When I start frying the dough, remind me to lower the intensity of the gas cooker.",Remember to lower the intensity of the gas cooker.,fry_dough,186.0659886,396.0210286,30.0,44311
train,moments,59dac266-4b43-43b1-9fe3-6013ade33eb6,1c861004-cfd1-4497-8e32-5cb4ad1ff276,2259958324043911,3,"When I start to knead and roll out the dough again after talking with woman X, remind me to clean my hands first.",Remember to clean your hands before kneading the dough.,knead_/_shape_/_roll-out_dough,423.9062386,480.0210286,30.0,44311
train,moments,6989df0e-b8da-48a4-bc69-b01f6f8aef1a,8c662e3b-dd76-4fd6-8b9f-dc102cb84843,1879343828832703,0,"When I start carving the wood with the wood cutter, remind me to put on my safety goggles.",Remember to put on your safety goggles.,"""carve_wood_with_chisel,_carving_machine,_etc.""",93.15436193333333,573.0483619333334,30.0,17223
train,moments,6989df0e-b8da-48a4-bc69-b01f6f8aef1a,8c662e3b-dd76-4fd6-8b9f-dc102cb84843,1741894255895333,0,Remind me to put on safety gloves when I start cutting the wood again after tightening the G clamp.,Please put on your safety gloves now.,chop_/_cut_wood_pieces_using_tool,495.97530193333336,573.0483619333334,30.0,17223
train,moments,ce283fd5-900a-4b9f-976f-72b7674d4451,202a3445-a477-4803-bc3e-9c706dddbfc7,2126570110772544,0,"Next time I start to cut or trim grass with other tools after shaking a flower, please remind me to wear safety gloves.",Remember to wear safety gloves.,cut_/_trim_grass_with_other_tools,428.34819,480.0,30.0,39510
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,1980142755361387,1,"When I start browsing through the groceries or food items on the rack again, after woman B picks a snack from the shelf, remind me to check the expiry dates of the items.",Remember to check the expiry dates of the items.,browse_through_groceries_or_food_items_on_rack_/_shelf,400.30081193333336,416.98115193333336,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,1980142755361387,4,"When I start reading the magazine, remind me to check the table of contents first.",Don't forget to check the table of contents.,read_a_book_/_magazine_/_shopping_list_etc.,779.4936219333334,785.9915419333335,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,2302554263189944,0,"When I start arranging or organizing books on the shelf, please remind me to check the book titles.",Remember to check the book titles.,arrange_/_organize_books_on_shelf,753.7918019333334,764.0008019333334,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,2302554263189944,3,"When I start to pay at the billing counter, remind me to check the receipt.",Remember to check the receipt.,pay_at_billing_counter,706.0987019333335,737.6167919333334,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,2105159456168661,0,"When I start to stand in the queue at the shop, remind me to check my wallet for cash and cards.",Remember to check your wallet for cash and cards.,stand_in_the_queue_/_line_at_a_shop_/_supermarket,688.7897719333333,737.4133619333335,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,2105159456168661,2,"When I start browsing through other items on the rack again, after the cashier takes the credit card, remind me to check the price tag.",Remember to check the price tag.,browse_through_other_items_on_rack_/_shelf,752.6929619333333,762.0463619333334,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,2105159456168661,4,"When I start to use my phone after looking at items on the shelf in the shopping mall, remind me to check my email.",Remember to check your email.,use_phone,444.17735193333334,446.83236193333335,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,94bf098c-6430-438c-9c71-6fd4f02153c4,1681820791856384,2,"When I start looking at clothes in the mirror with woman G, remind me to compliment her on her dress.",Remember to compliment woman G on her dress.,look_at_clothes_in_the_mirror,118.35492526666667,126.61525526666667,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,94bf098c-6430-438c-9c71-6fd4f02153c4,1681820791856384,3,"When I start trying on accessories like a tie, belt, or scarf, please remind me to give my feedback on how it looks.",Remember to give your feedback on the accessory.,"""try-out_/_wear_accessories_(e.g._tie,_belt,_scarf)""",159.18162526666666,163.84435526666667,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,94bf098c-6430-438c-9c71-6fd4f02153c4,1681820791856384,4,"When woman G lifts the phone, please remind me to start recording.",Start recording now.,take_photo_/_record_video_with_a_camera,178.89021526666667,183.19418526666666,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,94bf098c-6430-438c-9c71-6fd4f02153c4,1681820791856384,5,"Next time woman G starts to take off the dress after our conversation, please remind me to ask her about her opinion on the dress.",Remember to ask woman G about her opinion on the dress.,take_off_clothing_item,230.56448526666665,233.24319526666667,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,94bf098c-6430-438c-9c71-6fd4f02153c4,1681820791856384,6,"When I start browsing through other items on the rack after woman B picks a chocolate from the shelf, remind me to check the price tags.",Remember to check the price tags.,browse_through_other_items_on_rack_/_shelf,437.98395526666667,479.98769526666666,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,94bf098c-6430-438c-9c71-6fd4f02153c4,2553815044733424,0,Let me know when I should start the conversation.,You should start the conversation now.,converse_/_interact_with_someone,-0.012304733333333331,-0.012304733333333331,30.0,25514
train,moments,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,94bf098c-6430-438c-9c71-6fd4f02153c4,2553815044733424,1,"Next time I'm in the clothes store with woman A and G and start browsing through clothing items on the rack after looking at man F, please remind me to check the price tags.",Remember to check the price tags.,browse_through_clothing_items_on_rack_/_shelf_/_hanger,71.24508526666666,90.98769526666666,30.0,25514
train,moments,7cf19d84-9445-4758-bc03-ee5f0b2e9c8f,82abaab1-744f-40ce-bcb2-4647d302d73a,1481389441990784,0,"When I start to put away the dishes and utensils in storage, remind me to check if all of them are clean.",Remember to check if all dishes are clean before putting them away.,put_away_(or_take_out)_dishes_/_utensils_in_storage,688.4526852666667,701.4396952666667,30.0,43458
train,moments,7cf19d84-9445-4758-bc03-ee5f0b2e9c8f,82abaab1-744f-40ce-bcb2-4647d302d73a,5454637001229097,0,"As I start to clean or wipe the kitchen appliances, remind me to check the expiry date of the cleaning supplies.",Remember to check the expiry date of the cleaning supplies.,clean_/_wipe_kitchen_appliance,452.4405852666667,640.4396952666667,30.0,43458
train,moments,7cf19d84-9445-4758-bc03-ee5f0b2e9c8f,82abaab1-744f-40ce-bcb2-4647d302d73a,5454637001229097,2,"Next time I start arranging items on the platter after wiping dishes, please remind me to sanitize my hands.",Remember to sanitize your hands.,arrange_/_organize_other_items,667.3366952666667,675.3371852666668,30.0,43458
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2467867843273993,0,Ask me to check if the stove is off when I start to fill the bowl with water after I have poured water into the glass jug and the cup.,Please check if the stove is off.,fill_a_pot_/_bottle_/_container_with_water,395.14252,396.11699999999996,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2467867843273993,1,Ask me to check if the dishes are clean when I start putting away or taking out dishes or utensils in storage.,Please check if the dishes are clean.,put_away_(or_take_out)_dishes_/_utensils_in_storage,456.38613,457.002,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2254228798005757,0,Ask me to check if the stove is off when I start filling the glass jug with water again.,Please check if the stove is off.,fill_a_pot_/_bottle_/_container_with_water,342.38206,362.16484,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2254228798005757,2,"Next time I start cleaning the sink, please remind me to put on gloves.",Remember to put on gloves.,clean_the_sink,605.9931799999999,608.77145,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2193771063979573,0,"When the woman Y starts washing the food item from the paper bag, remind me to check the stove.",Remember to check the stove.,wash_vegetable_/_fruit_/_food_item,229.05483,235.62,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2193771063979573,1,Ask me to inquire about the dinner menu when I start interacting with someone in the kitchen.,Remember to ask about the dinner menu.,converse_/_interact_with_someone,271.84893999999997,272.93600000000004,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2193771063979573,2,Ask me to check if the stove is off when I start filling the bowl with water after I put water in the cup.,Please check if the stove is off.,fill_a_pot_/_bottle_/_container_with_water,379.66951,383.664,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,8c570e84-f889-4131-b4b0-de351e41b15b,2193771063979573,3,"As I start to wash the dishes, remind me to put on gloves.",Remember to put on gloves.,wash_dishes_/_utensils_/_bakeware_etc.,606.48417,609.636,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,86c26ddf-8179-4058-98d1-f77ff5d5175b,3469912873098872,0,Can you remind me to sharpen the knife when I start to cut the vegetables?,Remember to sharpen the knife.,"""cut_/_chop_/_slice_a_vegetable,_fruit,_or_meat""",830.76027,857.6365900000001,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,86c26ddf-8179-4058-98d1-f77ff5d5175b,3469912873098872,2,"When I start to cut another item using a tool, remind me to wash my hands first.",Remember to wash your hands before cutting.,cut_other_item_using_tool,1014.97721,1059.13569,30.0,54000
train,moments,8db05748-e83e-4422-ac45-de586be75f70,86c26ddf-8179-4058-98d1-f77ff5d5175b,2343915888998606,0,"When I start using my phone after removing the stem of the vegetable, remind me to wash my hands.",Remember to wash your hands.,use_phone,1179.79014,1184.83441,30.0,54000
train,moments,c980a9d2-3fbc-4305-a8ff-ab6522f8320a,f26ce162-46d1-4abd-b194-4af033a47e04,4482258218481544,0,"When I start drilling into the timber, please remind me to wear safety goggles.",Remember to wear safety goggles.,drill_into_wall_/_wood_/_floor_/_metal,1502.69711,1509.01719,30.0,62659
train,moments,c980a9d2-3fbc-4305-a8ff-ab6522f8320a,f26ce162-46d1-4abd-b194-4af033a47e04,4482258218481544,1,Remind me to take a break next time I pick up my phone after hammering nails into the timber.,You should take a break now.,use_phone,1554.41508,1557.1334,30.0,62659
train,moments,c980a9d2-3fbc-4305-a8ff-ab6522f8320a,f26ce162-46d1-4abd-b194-4af033a47e04,4482258218481544,2,"When I start using the hammer or nail gun to fix a nail after touching the unsure machine, remind me to wear safety gloves.",Remember to wear safety gloves.,use_hammer_/_nail-gun_to_fix_nail,1630.78929,1740.0,30.0,62659
train,moments,c980a9d2-3fbc-4305-a8ff-ab6522f8320a,f26ce162-46d1-4abd-b194-4af033a47e04,4913925651966644,0,"When I start to clean or repair small equipment like a mower or trimmer, remind me to wear safety gloves.",Remember to wear safety gloves.,"""clean_/_repair_small_equipment_(mower,_trimmer_etc.)""",1493.2318500000001,1493.39552,30.0,62659
train,moments,c980a9d2-3fbc-4305-a8ff-ab6522f8320a,d862277d-cad2-4d81-8590-da0280773e00,2111420318906752,0,Ask me to start a timer when I begin to use my phone.,Remember to start a timer.,use_phone,31.96282,46.204,30.0,62659
train,moments,c980a9d2-3fbc-4305-a8ff-ab6522f8320a,d862277d-cad2-4d81-8590-da0280773e00,2111420318906752,1,"When I start using the hammer or nail gun to fix the nail, remind me to wear protective gloves.",Remember to wear protective gloves.,use_hammer_/_nail-gun_to_fix_nail,62.21241,480.0,30.0,62659
train,moments,06546c45-e0f8-4d75-a184-39e19552c6b7,ebe410fe-27d1-4270-9a71-cf54efd0485f,2175254642569531,2,"When I start packing the oranges into the bags, remind me to label the bags.",Remember to label the bags.,pack_food_items_/_groceries_into_bags_/_boxes,657.3875,659.68854,30.0,24177
train,moments,06546c45-e0f8-4d75-a184-39e19552c6b7,ebe410fe-27d1-4270-9a71-cf54efd0485f,2593756630660229,0,Remind me to apply sunscreen when I start harvesting oranges from the tree again.,You should apply sunscreen now.,harvest_vegetables_/_fruits_/_crops_from_trees,409.45361,502.0,30.0,24177
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,77be1058-8ecb-49b0-97ce-5acac6fd5a43,3196930280324527,0,"When I start to use my phone, remind me to check the battery level.",Remember to check the battery level.,use_phone,1709.0829233333334,1710.7143333333333,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,77be1058-8ecb-49b0-97ce-5acac6fd5a43,3196930280324527,2,"As I start to put away or take out dishes or utensils in storage, remind me to check the cooking pan on the stove.",Remember to check the cooking pan on the stove.,put_away_(or_take_out)_dishes_/_utensils_in_storage,1772.2332433333336,1774.3813333333335,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,77be1058-8ecb-49b0-97ce-5acac6fd5a43,2175254642569531,0,"When I start to stir or mix the food while cooking, remind me to lower the heat.",Remember to lower the heat.,stir_/_mix_food_while_cooking,1779.0801133333334,1798.1333333333334,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,77be1058-8ecb-49b0-97ce-5acac6fd5a43,2175254642569531,2,"Next time I take a drink while talking with person N, M, and X, remind me to check on the cooking pot.",Remember to check on the cooking pot.,drink_beverage,1578.1535033333334,1580.5193333333334,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,e1678f78-f894-4b28-ac28-97b433298857,1479865952121777,0,"When I start chopping the onion on the chopping board again, remind me to wash my hands.",Remember to wash your hands.,"""cut_/_chop_/_slice_a_vegetable,_fruit,_or_meat""",1263.26402,1263.93425,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,e1678f78-f894-4b28-ac28-97b433298857,2560035770730523,0,"When I start chopping the onion again, remind me to wash my hands first.",Remember to wash your hands before you start chopping.,"""cut_/_chop_/_slice_a_vegetable,_fruit,_or_meat""",1210.63754,1238.637,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,e1678f78-f894-4b28-ac28-97b433298857,2593756630660229,0,"Next time I start talking with lady X in the kitchen while chopping onions, please remind me to ask her about the recipe.",Remember to ask lady X about the recipe.,converse_/_interact_with_someone,990.36805,1470.0,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,e1678f78-f894-4b28-ac28-97b433298857,2593756630660229,1,"When I start chopping the onion again after talking with lady X, remind me to wash my hands.",Remember to wash your hands.,"""cut_/_chop_/_slice_a_vegetable,_fruit,_or_meat""",1292.67019,1306.0,30.0,54004
train,moments,dddce8ac-09b0-4b13-b0fa-eb18e1f27b21,e1678f78-f894-4b28-ac28-97b433298857,2593756630660229,2,"When I start to drink again after talking with person X and shaking the cooking pan, remind me to check on the cooking pot.",Remember to check on the cooking pot.,drink_beverage,1374.2305900000001,1376.0,30.0,54004
train,moments,9d43acb7-9a94-4a80-a461-63f074c6f865,77e05256-299f-4703-81f9-d3c1da63c70e,2214239258687815,0,Ask me to check my balance when I start to withdraw money from the ATM again after I've picked up an ATM card.,Remember to check your balance.,withdraw_money_from_atm_/_operate_atm,353.80619526666663,371.05969526666667,30.0,40556
train,moments,9d43acb7-9a94-4a80-a461-63f074c6f865,77e05256-299f-4703-81f9-d3c1da63c70e,2214239258687815,2,"When I start to use the phone after picking fruits in the supermarket, remind me to check the battery level.",Remember to check the battery level.,use_phone,448.35981526666666,462.80369526666664,30.0,40556
train,moments,9d43acb7-9a94-4a80-a461-63f074c6f865,77e05256-299f-4703-81f9-d3c1da63c70e,2783491058405778,0,Ask me to check my account balance when I start to operate the ATM machine.,Remember to check your account balance.,withdraw_money_from_atm_/_operate_atm,290.56282526666666,345.5718252666666,30.0,40556
train,moments,9d43acb7-9a94-4a80-a461-63f074c6f865,77e05256-299f-4703-81f9-d3c1da63c70e,2783491058405778,3,"When I start browsing through groceries or food items on the rack or shelf after picking up the Rold Gold sticks, remind me to check the shopping list.",Remember to check the shopping list.,browse_through_groceries_or_food_items_on_rack_/_shelf,530.3837752666667,533.3846252666667,30.0,40556
train,moments,9d43acb7-9a94-4a80-a461-63f074c6f865,77e05256-299f-4703-81f9-d3c1da63c70e,1645225448928962,1,"When I start packing the mangoes into the plastic bag, remind me to check the shopping list.",Remember to check the shopping list.,pack_food_items_/_groceries_into_bags_/_boxes,433.3727052666666,439.89269526666664,30.0,40556
train,moments,9d43acb7-9a94-4a80-a461-63f074c6f865,77e05256-299f-4703-81f9-d3c1da63c70e,1645225448928962,3,"Next time I pick up a magazine in the supermarket, please remind me to check the price before I start reading it.",Remember to check the price of the magazine.,read_a_book_/_magazine_/_shopping_list_etc.,477.12384526666665,478.65469526666664,30.0,40556
train,moments,9d43acb7-9a94-4a80-a461-63f074c6f865,77e05256-299f-4703-81f9-d3c1da63c70e,1645225448928962,4,"When I start to put away or take out food items in the fridge, remind me to check the expiry date.",Remember to check the expiry date.,put_away_(or_take_out)_food_items_in_the_fridge,569.8267552666667,577.6586952666668,30.0,40556
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1645225448928962,0,"When I start to load or unload the dishwasher, remind me to put on gloves.",Remember to put on gloves.,load/unload_the_dishwasher,22.069311199999998,23.0350312,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1645225448928962,1,"When I start putting away the cutlery from the rack into the drawer, remind me to wash my hands.",Remember to wash your hands.,put_away_(or_take_out)_dishes_/_utensils_in_storage,58.7641412,77.9060312,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1645225448928962,2,"Next time I start to interact or play with the cat, please remind me to wash my hands first.",Remember to wash your hands before interacting with the cat.,interact_or_play_with_pet_/_animal,437.8440412,460.7370312,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1618282664875240,0,"When I start to put away or take out dishes and utensils in storage, remind me to wear gloves.",Remember to wear gloves before handling the dishes.,put_away_(or_take_out)_dishes_/_utensils_in_storage,5.745651199999999,52.0726612,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1618282664875240,1,"When I start to serve food onto a plate, remind me to wash my hands.",Remember to wash your hands.,serve_food_onto_a_plate,391.1504112,480.0320312,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1588080197957682,0,"As I start to feed the cat, remind me to wash my hands.",Remember to wash your hands.,feed_pet_/_animal,437.2357412,460.3620312,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1588080197957682,1,Ask me to inquire about the dinner menu when I start interacting with person Y.,Remember to ask about the dinner menu.,converse_/_interact_with_someone,429.9618812,436.7415012,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,4518c357-edf0-404a-a1f4-172ac16731f8,1588080197957682,2,"When I start to put away the dishes after person X has washed them, remind me to wash my hands.",Remember to wash your hands.,put_away_(or_take_out)_dishes_/_utensils_in_storage,269.3063512,270.0901012,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,2231937600174697,0,"When I see person Y start to drink from their glass again, remind me to take a sip of my own drink.",Take a sip of your drink now.,drink_beverage,727.7744812,732.3833912,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,2231937600174697,4,"When I start fixing the bicycle chain, please remind me to get my tool kit.",Don't forget to get your tool kit.,fix_bicycle_/_bike_/_motorcycle_chain,1022.2437312000001,1028.0852912,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,2591493367528615,0,"When I start putting the tins into the packet again, remind me to check their expiry dates.",Remember to check the expiry dates of the tins.,arrange_/_organize_other_items,795.6292512,812.4480312,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,4130600123644721,2,"When I start packing the tins into the packet, remind me to check their expiry dates.",Remember to check the expiry dates of the tins.,pack_food_items_/_groceries_into_bags_/_boxes,795.0223412,812.7868112,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,4130600123644721,3,Ask me to check the expiry dates of the ingredients when I start putting them away or taking them out of storage.,Remember to check the expiry dates of the ingredients.,put_away_(or_take_out)_ingredients_in_storage,814.6571312,820.6581212,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,4130600123644721,5,Ask me to check the fit of the shoes when I start trying on clothes.,Remember to check the fit of the shoes.,"""try-out_/_wear_clothing_items_(e.g._shirt,_jeans,_sweater)""",922.7318412000001,1008.8243412,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,4130600123644721,6,"When I start to read the paper, remind me to check if I have my glasses.",Remember to check if you have your glasses.,read_a_book_/_magazine_/_shopping_list_etc.,1034.5977512,1039.3728311999998,30.0,54005
train,moments,65d56a26-3556-491a-880a-c0fbb581f1bf,b2dd4ae0-c0e6-4670-991d-9082ea5620f9,4130600123644721,8,"Next time I'm about to throw away trash, please remind me to put on gloves.",Remember to put on gloves before throwing away trash.,throw_away_trash_/_put_trash_in_trash_can,1112.6384712,1123.7366112,30.0,54005
train,moments,d11302ba-2ece-418f-945f-54c9db7d2ee1,29bfb0e9-c18c-4766-b307-3ef5f12f0cd0,3469912873098872,0,"When I start talking to someone after walking around with them in the store, remind me to ask about the product on the shelf.",Remember to ask about the product on the shelf.,converse_/_interact_with_someone,470.4293586,478.60751860000005,30.0,41811
train,moments,d11302ba-2ece-418f-945f-54c9db7d2ee1,29bfb0e9-c18c-4766-b307-3ef5f12f0cd0,3469912873098872,1,"As I start to take off a clothing item, remind me to put it in the shopping basket.",Remember to put the clothing item in the shopping basket.,take_off_clothing_item,492.6469086,506.34772860000004,30.0,41811
train,moments,d11302ba-2ece-418f-945f-54c9db7d2ee1,29bfb0e9-c18c-4766-b307-3ef5f12f0cd0,3469912873098872,4,"When I start placing items in the shopping cart, please remind me to check the expiry dates.",Remember to check the expiry dates of the items.,place_items_in_shopping_cart,662.6853186,671.6792786,30.0,41811
train,moments,d11302ba-2ece-418f-945f-54c9db7d2ee1,29bfb0e9-c18c-4766-b307-3ef5f12f0cd0,3469912873098872,5,"When I start packing food items or groceries into bags or boxes, remind me to check the shopping list.",Remember to check the shopping list.,pack_food_items_/_groceries_into_bags_/_boxes,861.4104086000001,880.7506185999999,30.0,41811
